timestamp,value,metric,app,bot_name,instance,job,namespace,pod_template_hash,source,target
2025-06-19 19:57:08.161999941,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:09.161999941,0.008,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:10.161999941,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:11.161999941,0.008,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:12.161999941,0.009,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:13.161999941,0.009,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:14.161999941,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:15.161999941,0.01,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:16.161999941,0.008,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 19:57:17.161999941,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-hhzcb,10.244.75.235:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
