timestamp,value,metric,app,bot_name,instance,job,namespace,pod_template_hash,source,target
2025-06-11 21:22:31.716000080,0.039,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:32.716000080,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:33.716000080,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:34.716000080,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:35.716000080,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:36.716000080,0.007,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:37.716000080,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:38.716000080,0.008,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:39.716000080,0.01,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:40.716000080,0.006,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:41.716000080,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:42.716000080,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
2025-06-11 21:22:43.716000080,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-bnnlt,10.244.75.215:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-4sxp6 ,multipaper-server-5d4c584f66-4sxp6 
