timestamp,value,metric,app,chunk_owner,chunk_x,chunk_z,instance,job,name,namespace,pod_template_hash,server_name,world
2025-06-19 14:42:50.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:51.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:52.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:53.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:54.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:55.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:56.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:57.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:58.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
2025-06-19 14:42:59.680999994,1.0,mc_player_location,multipaper-server,multipaper-server-5d4c584f66-2fpbw,-12,1,10.244.235.227:9100,minecraft-server,b1750342978616,multipaper,5d4c584f66,multipaper-server-5d4c584f66-2fpbw,world
