timestamp,value,metric,container,id,image,instance,job,name,namespace,pod
2025-06-16 22:08:59.999000072,2801664.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:09:16.755000114,135311360.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:09:36.765000105,1700511744.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:09:48.703000069,2114899968.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:10:00.990000010,2672500736.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:10:18.869999886,2943549440.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:10:30.309999943,3528036352.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:10:47.898000002,3682902016.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:11:01.463999987,3736813568.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:11:14.339999914,3810246656.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:11:33.851000071,3974082560.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
2025-06-16 22:11:49.881000042,4030877696.0,container_memory_usage_bytes,multipaper-server,/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod0e31c663_79af_4326_9062_cae119ba5f7a.slice/cri-containerd-a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367.scope,docker.io/itzg/minecraft-server:java17,compute6,kubelet,a747017e089ba48aac4017b1b559f4e34f6e076d9e7793c8302e7ddd58c04367,multipaper,multipaper-server-5d4c584f66-c49m8
