timestamp,value,metric,app,instance,job,namespace,pod_template_hash,server_name
2025-06-19 17:24:58.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:24:59.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:00.793999910,19.999731495604777,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:01.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:02.793999910,19.999620171213632,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:03.793999910,19.99959162033887,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:04.793999910,19.999448819190434,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:05.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:06.793999910,19.999465290296104,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:07.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:08.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:09.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:10.793999910,19.999595088197843,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:11.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:12.793999910,19.99989491655213,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:13.793999910,19.999952208114202,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:14.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:15.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:16.793999910,19.999856693026853,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:17.793999910,19.999598088076823,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:18.793999910,19.999840633269898,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:19.793999910,19.999662613691573,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:20.793999910,19.999752195070403,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:21.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:22.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:23.793999910,19.999731667600162,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:24.793999910,19.999716700013,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:25.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:26.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:27.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:28.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:29.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:30.793999910,19.99991621235102,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:31.793999910,19.99912136660153,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:32.793999910,19.9992806298756,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:33.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:34.793999910,19.99933137435376,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:35.793999910,19.99998230801565,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:36.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:37.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:38.793999910,19.99987105683132,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:39.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:40.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:41.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:42.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:43.793999910,19.99984994912577,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:44.793999910,19.999635866629777,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:45.793999910,19.999880344715873,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:46.793999910,19.99965495395294,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:47.793999910,19.99969113277002,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:48.793999910,19.99999864800009,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:49.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:50.793999910,19.99998170801673,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:51.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:52.793999910,19.999900896491077,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:53.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:54.793999910,19.999812753753073,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:55.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:56.793999910,19.99963729457788,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:57.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:58.793999910,19.99998816000701,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:25:59.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:00.793999910,19.999456686759864,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:01.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:02.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:03.793999910,19.999826529504613,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:04.793999910,19.99910670390068,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:05.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:06.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:07.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:08.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:09.793999910,19.999841105262387,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:10.793999910,19.999908340420077,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:11.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:12.793999910,19.999501344433178,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:13.793999910,19.999824685536773,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:14.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:15.793999910,19.999920608315154,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:16.793999910,19.99996972804582,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:17.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:18.793999910,19.999911044395656,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:19.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:20.793999910,20.0,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:21.793999910,19.99969567263083,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:22.793999910,19.999514979762516,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:23.793999910,19.99984172925249,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
2025-06-19 17:26:24.793999910,19.999987956007253,mc_tps,multipaper-server,10.244.140.153:9100,minecraft-server,multipaper,5d4c584f66,multipaper-server-5d4c584f66-wj2tp
