timestamp,value,metric,app,bot_name,instance,job,namespace,pod_template_hash,source,target
2025-06-19 14:25:53.865000010,0.04,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:54.865000010,0.04,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:55.865000010,0.034,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:56.865000010,0.028,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:57.865000010,0.042,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:58.865000010,0.033,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:25:59.865000010,0.034,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:00.865000010,0.042,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:01.865000010,0.036,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:02.865000010,0.034,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:03.865000010,0.045,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:04.865000010,0.04,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:05.865000010,0.045,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:06.865000010,0.032,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:07.865000010,0.039,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
2025-06-19 14:26:08.865000010,0.041,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-n6psp,10.244.75.202:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-wj2tp ,multipaper-server-5d4c584f66-2fpbw 
