timestamp,value,metric,owner
2025-06-11 13:44:22,4.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:23,17.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:24,33.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:25,37.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:26,37.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:27,37.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:28,49.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:29,52.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:30,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:31,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:32,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:33,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:34,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:35,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:36,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:37,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:38,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:39,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:40,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:41,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:42,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:43,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:44,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:45,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:46,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:47,57.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:48,68.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:49,86.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:50,109.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:51,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:52,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:53,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:54,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:55,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:56,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:57,141.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:58,142.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:44:59,148.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:00,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:01,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:02,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:03,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:04,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:05,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:06,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:07,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:08,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:09,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:10,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:11,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:12,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:13,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:14,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:15,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:16,165.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:17,171.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:18,174.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:19,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:20,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:21,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:22,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:23,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:24,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:25,187.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:26,189.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:27,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:28,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:29,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:30,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:31,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:32,191.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:33,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:34,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:35,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:36,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:37,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:38,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:39,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:40,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:41,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:42,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:43,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:44,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:45,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:46,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:47,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:48,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:49,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:50,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:51,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:52,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:53,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:54,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:55,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:56,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:57,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:58,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:45:59,197.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:46:00,201.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:46:01,201.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
2025-06-11 13:46:02,201.0,sum by(owner) (mc_chunk_ownership),multipaper-server-5d4c584f66-cgj2n
