timestamp,value,metric,app,bot_name,instance,job,namespace,pod_template_hash,source,target
2025-06-19 20:54:24.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:25.799000025,0.003,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:26.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:27.799000025,0.001,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:28.799000025,0.002,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:29.799000025,0.005,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:30.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:31.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:32.799000025,0.003,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:33.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:34.799000025,0.003,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:35.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:36.799000025,0.003,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
2025-06-19 20:54:37.799000025,0.004,server_latency,minecraft-bot-compute2,minecraft-bot-compute2-6cdd7c79cb-wk2nt,10.244.75.227:9090,minecraft-bot,multipaper,6cdd7c79cb,multipaper-server-5d4c584f66-fj7gr ,multipaper-server-5d4c584f66-fj7gr 
